Type	Dubious	ORF	Gene	Chr	Start	End	Description	DAMP
ORF	Uncharacterized	YOR097C		15	507505	506978	Putative protein of unknown function; identified as interacting with Hsp82p in a high-throughput two-hybrid screen; YOR097C is not an essential gene	 
ORF	Verified	YOR098C	NUP1	15	511178	507948	FG-nucleoporin component of central core of the nuclear pore complex; contributes directly to nucleocytoplasmic transport and maintenance of thenuclear pore complex (NPC) permeability barrier; possible karyopherin release factor that accelerates release of karyopherin-cargo complexes after transport across NPC; both NUP1 and NUP60 are homologous to human NUP153	DAMP
ORF	Verified	YOR099W	KTR1	15	511825	513006	Alpha-1,2-mannosyltransferase; involved in O- and N-linked protein glycosylation; type II membrane protein; member of the KRE2/MNT1 mannosyltransferase family; relocalizes from vacuole to cytoplasm upon DNA replication stress	 
ORF	Verified	YOR100C	CRC1	15	514278	513295	Mitochondrial inner membrane carnitine transporter; required for carnitine-dependent transport of acetyl-CoA from peroxisomes to mitochondria during fatty acid beta-oxidation	 
ORF	Verified	YOR101W	RAS1	15	515244	516173	GTPase involved in G-protein signaling in adenylate cyclase activation; plays a role in cell proliferation; localized to the plasma membrane; homolog of mammalian RAS proto-oncogenes; relative distribution to the nucleus increases upon DNA replication stress; RAS1 has a paralog, RAS2, that arose from the whole genome duplication	 
ORF	Dubious	YOR102W		15	516423	516773	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; extensively overlaps essential OST2 gene encoding a subunit of the ER lumen oligosaccharyltransferase complex	DAMP
ORF	Verified	YOR103C	OST2	15	516841	516449	Epsilon subunit of the oligosaccharyltransferase complex; located in the ER lumen; catalyzes asparagine-linked glycosylation of newly synthesized proteins	DAMP
ORF	Verified	YOR104W	PIN2	15	517642	518490	Protein that induces appearance of [PIN+] prion when overproduced; predicted to be palmitoylated	 
ORF	Uncharacterized	YOR105W		15	518195	518521	Protein of unknown function; expressed at both mRNA and protein levels	 
ORF	Verified	YOR106W	VAM3	15	519121	519972	Syntaxin-like vacuolar t-SNARE; functions with Vam7p in vacuolar protein trafficking; mediates docking/fusion of late transport intermediates with the vacuole; has an acidic di-leucine sorting signal and C-terminal transmembrane region	 
ORF	Verified	YOR107W	RGS2	15	521353	522282	Negative regulator of glucose-induced cAMP signaling; directly activates the GTPase activity of the heterotrimeric G protein alpha subunit Gpa2p	 
ORF	Verified	YOR108W	LEU9	15	523027	524841	Alpha-isopropylmalate synthase II (2-isopropylmalate synthase); catalyzes the first step in the leucine biosynthesis pathway; the minor isozyme, responsible for the residual alpha-IPMS activity detected in a leu4 null mutant; LEU9 has a paralog, LEU4, that arose from the whole genome duplication	 
ORF	Dubious	YOR108C-A		15	524814	524605	Protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching	 
ORF	Verified	YOR109W	INP53	15	525278	528601	Polyphosphatidylinositol phosphatase; dephosphorylates multiple phosphatidylinositol phosphates; involved in trans Golgi network-to-early endosome pathway; hyperosmotic stress causes translocation to actin patches; contains Sac1 and 5-ptase domains; INP53 has a paralog, INP52, that arose from the whole genome duplication	 
ORF	Verified	YOR110W	TFC7	15	528941	530248	RNA pol III transcription initiation factor complex (TFIIIC) subunit; part of the TauA globular domain of TFIIIC that binds DNA at the BoxA promoter sites of tRNA and similar genes; TFC7 has a paralog, YNL108C, that arose from the whole genome duplication	DAMP
ORF	Uncharacterized	YOR111W		15	530429	531127	Putative protein of unknown function	 
ORF	Verified	YOR112W	CEX1	15	531508	533793	Component of the nuclear aminoacylation-dependent tRNA export pathway; cytoplasmic; interacts with nuclear pore component Nup116p; copurifies with tRNA export receptors Los1p and Msn5p, as well as eIF-1a and the RAN GTPase Gsp1p	 
ORF	Verified	YOR113W	AZF1	15	534075	536819	Zinc-finger transcription factor; involved in diauxic shift; in the presence of glucose, activates transcription of genes involved in growth and carbon metabolism; in nonfermentable carbon sources, activates transcription of genes involved in maintenance of cell wall integrity; relocalizes to the cytosol in response to hypoxia	 
ORF	Uncharacterized	YOR114W		15	537570	538454	Putative protein of unknown function; null mutant is viable	 
ORF	Verified	YOR115C	TRS33	15	539465	538659	One of 10 subunits of the transport protein particle (TRAPP) complex; the TRAPP complex is of the cis-Golgi and mediates vesicle docking and fusion; involved in endoplasmic reticulum (ER) to Golgi membrane traffic	 
ORF	Verified	YOR116C	RPO31	15	544145	539763	RNA polymerase III largest subunit C160; part of core enzyme; similar to bacterial beta-prime subunit and to RPA190 and RPO21	DAMP
ORF	Verified	YOR117W	RPT5	15	545029	546333	ATPase of the 19S regulatory particle of the 26S proteasome; one of six ATPases of the regulatory particle; involved in the degradation of ubiquitinated substrates; recruited to the GAL1-10 promoter region upon induction of transcription; similar to human TBP1	DAMP
ORF	Verified	YOR118W	RTC5	15	546857	548560	Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; null mutation suppresses cdc13-1 temperature sensitivity	 
ORF	Verified	YOR119C	RIO1	15	550246	548792	Serine kinase involved in cell cycling and pre-rRNA processing; involved in cell cycle progression and processing of the 20S pre-rRNA into mature 18S rRNA; essential gene	DAMP
ORF	Verified	YOR120W	GCY1	15	551114	552052	Glycerol dehydrogenase; involved in an alternative pathway for glycerol catabolism used under microaerobic conditions; also has mRNA binding activity; member of the aldo-keto reductase (AKR) family; protein abundance increases in response to DNA replication stress; GCY1 has a paralog, YPR1, that arose from the whole genome duplication	 
ORF	Dubious	YOR121C		15	552103	551798	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; open reading frame overlaps the verified gene GCY1/YOR120W	 
ORF	Verified	YOR122C	PFY1	15	552887	552298	Profilin; binds actin, phosphatidylinositol 4,5-bisphosphate, and polyproline regions; involved in cytoskeleton organization; required for normal timing of actin polymerization in response to thermal stress; protein abundance increases in response to DNA replication stress	DAMP
ORF	Verified	YOR123C	LEO1	15	554570	553176	Component of the Paf1 complex; which associates with RNA polymerase II and is involved in histone methylation; plays a role in regulating Ty1 transposition; involved in transcription elongation as demonstrated by the G-less-based run-on (GLRO) assay	 
ORF	Verified	YOR124C	UBP2	15	558642	554824	Ubiquitin-specific protease; removes ubiquitin from ubiquitinated proteins; deubiquitinates Rsp5p and is required for MVB sorting of membrane proteins; can cleave polyubiquitin and has isopeptidase activity	 
ORF	Verified	YOR125C	CAT5	15	559731	559030	Protein required for ubiquinone (Coenzyme Q) biosynthesis; localizes to the matrix face of the mitochondrial inner membrane in a large complex with ubiquinone biosynthetic enzymes; required for gluconeogenic gene activation	 
ORF	Verified	YOR126C	IAH1	15	560677	559961	Isoamyl acetate-hydrolyzing esterase; required in balance with alcohol acetyltransferase to maintain optimal amounts of isoamyl acetate, which is particularly important in sake brewing	 
ORF	Verified	YOR127W	RGA1	15	561170	564193	GTPase-activating protein for polarity-establishment protein Cdc42p; implicated in control of septin organization, pheromone response, and haploid invasive growth; relocalizes from bud neck to cytoplasm upon DNA replication stress; RGA1 has a paralog, RGA2, that arose from the whole genome duplication	 
ORF	Verified	YOR128C	ADE2	15	566191	564476	Phosphoribosylaminoimidazole carboxylase; catalyzes a step in the 'de novo' purine nucleotide biosynthetic pathway; red pigment accumulates in mutant cells deprived of adenine	 
ORF	Verified	YOR129C	AFI1	15	569558	566877	Arf3p polarization-specific docking factor; required for the polarized distribution of the ADP-ribosylation factor, Arf3p; participates in polarity development and maintenance of a normal haploid budding pattern; interacts with Cnm7p	 
ORF	Verified	YOR130C	ORT1	15	570807	569929	Ornithine transporter of the mitochondrial inner membrane; exports ornithine from mitochondria as part of arginine biosynthesis; human ortholog is associated with hyperammonaemia-hyperornithinaemia-homocitrullinuria (HHH) syndrome	 
ORF	Verified	YOR131C		15	572838	572182	Putative haloacid dehalogenase-like hydrolase; non-essential gene; overexpression causes a cell cycle delay or arrest; protein abundance increases in response to DNA replication stress	 
ORF	Verified	YOR132W	VPS17	15	573175	574830	Subunit of the membrane-associated retromer complex; essential for endosome-to-Golgi retrograde protein transport; peripheral membrane protein that assembles onto the membrane with Vps5p to promote vesicle formation; required for recruiting the retromer complex to the endosome membranes	 
ORF	Verified	YOR133W	EFT1	15	575098	577626	Elongation factor 2 (EF-2), also encoded by EFT2; catalyzes ribosomal translocation during protein synthesis; contains diphthamide, the unique posttranslationally modified histidine residue specifically ADP-ribosylated by diphtheria toxin; EFT1 has a paralog, EFT2, that arose from the whole genome duplication	 
ORF	Verified	YOR134W	BAG7	15	578564	579793	Rho GTPase activating protein (RhoGAP); stimulates the intrinsic GTPase activity of Rho1p, which plays a bud growth by regulating actin cytoskeleton organization and cell wall biosynthesis, resulting in the downregulation of Rho1p; structurally and functionally related to Sac7p; BAG7 has a paralog, SAC7, that arose from the whole genome duplication	 
ORF	Verified	YOR136W	IDH2	15	580250	581359	Subunit of mitochondrial NAD(+)-dependent isocitrate dehydrogenase; complex catalyzes the oxidation of isocitrate to alpha-ketoglutarate in the TCA cycle; phosphorylated	 
ORF	Dubious	YOR135C	IRC14	15	580500	580159	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene YOR136W; null mutant displays increased levels of spontaneous Rad52 foci	 
ORF	Verified	YOR137C	SIA1	15	583681	581813	Protein of unassigned function; involved in activation of the Pma1p plasma membrane H+-ATPase by glucose; contains peptide signal for membrane localization	 
ORF	Verified	YOR138C	RUP1	15	586324	584309	Protein that regulates ubiquitination of Rsp5p; has a WW domain consensus motif of PPPSY (residues 131-135) that mediates binding of Rsp5p to Ubp2p; contains an UBA domain; relative distribution to the nucleus increases upon DNA replication stress	 
ORF	Verified	YOR140W	SFL1	15	586981	589281	Transcriptional repressor and activator; involved in repression of flocculation-related genes, and activation of stress responsive genes; negatively regulated by cAMP-dependent protein kinase A subunit Tpk2p	 
ORF	Dubious	YOR139C		15	587342	586950	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF SFL1/YOR140W	 
ORF	Verified	YOR141C	ARP8	15	592587	589942	Nuclear actin-related protein involved in chromatin remodeling; component of chromatin-remodeling enzyme complexes; has mRNA binding activity	 
